label,text,clean_text_adv
pos,@ArgosHelpers hi :) I wondered if I sent you my order number if you could confirm for me that my delivery is definitely set for tomorrow?,argoshelpers hi wonder sent order number could confirm delivery definitely set tomorrow
pos,"@ForkH Hi, may you like play my newest gamejam game, i would be very happy about it :) http://t.co/8J5voDDHcs",forkh hi may like play new gamejam game would happy
pos,Goodmorning :),goodmorning
pos,@MandaScapinello oh yeah?? I am definitely going to try it tonight then! :) we took your advice too! We are in Treviso now!,mandascapinello oh yeah definitely go try tonight take advice treviso
pos,@shikha123poddar yes mam :) #WSaleLove,shikha123poddar yes mam wsalelove
neg,wish more of my friends played league :-(,wish friend play league
pos,@hugme1demi thanks bro ! :D x,hugme1demi thanks bro x
neg,@janellearg just got out of the tub :(,janellearg get tub
pos,@magicbricks @iamKaranB congrtaualtions :),magicbricks iamkaranb congrtaualtions
neg,LOL this time i mean it :( @Katz360_ You and time 😊 https://t.co/KQ2pDd30w8 …,lol time mean katz360 time 😊
pos,@oldbirdxatu I know you would :),oldbirdxatu know would
pos,@itsRebeccaRayne :D ty bby!,itsrebeccarayne ty bby
pos,"@chingyapp hmmm, i think night better :)",chingyapp hmmm think night well
neg,Trying to stay up to watch this game is not working for me :(,try stay watch game work
neg,SNAPCHAT : ShoshannaVassil #snapchat #hornykik #selfie #gay #porn #quote #camsex :( http://t.co/COW9YcUeaA,snapchat shoshannavassil snapchat hornykik selfie gay porn quote camsex
pos,I have no interest in speaking to you ever again. :-),interest speaking ever
neg,:((( no they killed him,kill
pos,@joiredve follback :D,joiredve follback
neg,@AnwarLodhi imran khan is innocent :(,anwarlodhi imran khan innocent
pos,"@rosehut1 And thank you to wonderful readers like you, Rose, who make it all worthwhile. Have a lovely weekend. :)",rosehut1 thank wonderful reader like rise make worthwhile lovely weekend
neg,@zoellaftmendes but why? :(,zoellaftmendes
neg,I wish :( :( please get signed xxx https://t.co/M8X6ojdWtr,wish please get sign xxx
pos,"i walked out of the fruit shop with LOTS of pumpkins and a guy smiled at me because it looked pretty funny, but doesn't matter, it works :)",walk fruit shop lot pumpkins guy smile look pretty funny matter work
pos,@LorSaguinsin you should study at McDo. Strong selfie games everywhere. :)),lorsaguinsin study mcdo strong selfie game everywhere
pos,"@JessStewart1 @CelebrityCruise @ade_rob  I love Connie,  she's a fabulous ship with an amazing crew and staff. Have a great time :-)",jessstewart1 celebritycruise aderob love connie fabulous ship amazing crew staff great time
pos,"@MaxBlumenthal Hi Max, I was filming in Gaza a few months back. Would love retweet if you think it's good enough! :) https://t.co/l38a8bAd4z",maxblumenthal hi max film gaza month back would love retweet think good enough
pos,"In two weeks we will be closing for a few days to redecorate.  Expect something a little different, ready for our second Birthday. :)",two week close day redecorate expect something little different ready second birthday
pos,@QueenBiankee You deserve all of that and madadagdagan pa yan :-) Congrats again :-) #BMC &lt;3,queenbiankee deserve madadagdagan pa yan congrats bmc lt3
neg,wanna skate but it's raining :(,wan na skate raining
neg,@jujumber ya I realized :((( check viber mwah,jujumber ya realize check viber mwah
pos,@Seventh_Naruto yosh :),seventhnaruto yosh
neg,@Marsaliath Oops :(,marsaliath oops
neg,the only female i wanna get it poppin with is Joc.... but she be playin :(,female wan na get poppin joc playin
pos,"@2015Geetanjali Well done, it's good to get thing out of the way :-))",2015geetanjali well do good get thing way
pos,@nattan23 hahahaha i remember it so clearly :p,nattan23 hahahaha remember clearly p
pos,@SocialRMadrid it's actually gonna start at 1 pm for me so :)))),socialrmadrid actually gon na start 1 pm
neg,Ahhhhh last 2 stages to go :(((,ahhhhh last 2 stage go
pos,@_RealityBiter_ :) hehe me gets it now. Think this means I need sleep nooooowwwww. Nite nite :),realitybiter hehe get think mean need sleep nooooowwwww nite nite
pos,"@Daniel_O_16 Yes, that was hilarious :)",danielo16 yes hilarious
neg,MY kik : senight468 #kik #kikmeboys #gay #teens #amateur #travel #hotscratch :( http://t.co/1KmYuz66RN,kik senight468 kik kikmeboys gay teen amateur travel hotscratch
neg,The worst mental block is a half-remembered song when its melody's in your head n it ain't leaving and you can't recall the whole either :((,bad mental block halfremembered song melody head n leave recall whole either
pos,@alexrothera @RonanTKavanagh @festofcuriosity They do their stuff well :-) @SciEllen would know...,alexrothera ronantkavanagh festofcuriosity stuff well sciellen would know
neg,Ive got so much things to do in 3 days. :( what is syawal now. http://t.co/QZ4K9f36bs,ive get much thing 3 day syawal
neg,@scdesc Molly deserved a much higher place :(,scdesc molly deserve much high place
neg,Really want this :( http://t.co/36tSy81iMi,really want
neg,@AntPHall that's annoying! That's the one I'm using and it's really good :(,antphall annoy one use really good
pos,@HillsongConf Hi! What time are things likely to wrap up tonight? Gotta figure out how to get back to Surrey afterwards! Thanks :),hillsongconf hi time thing likely wrap tonight get ta figure get back surrey afterwards thanks
pos,#FollowFriday @France_Inte @PKuchly57 @Milipol_Paris for being top engaged members in my community this week :),followfriday franceinte pkuchly57 milipolparis top engage member community week
pos,"5G Liker :)
.
like Fast :*",5g liker like fast
neg,@_Birexus yes sadly :(.,birexus yes sadly
pos,@screamcarol Morning beautiful :) How are you &amp; Neil today sweetie xxxx,screamcarol morning beautiful amp neil today sweetie xxxx
neg,.@tanha_messiah My words were just satire on a general situation. Why are you hurt so much? :(,tanhamessiah word satire general situation hurt much
neg,i want this in my room :-( http://t.co/alpqbVixcP,want room
pos,@djcunningham Thanks for the favorite! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,djcunningham thanks favorite make sure keep touch news light bulb make corn waste
neg,"@niclasbenjamin don't ignore me please :( it was my birthday on the 12th of July, could you follow me now as a present? 😊😊😊❤️",niclasbenjamin ignore please birthday 12th july could follow present 😊😊😊❤️
neg,"Oh no Mr I Pigs not turning on :( although there's a weird crackling noise when I plug him in coming from the plug ,I'm thinking fuse?",oh mr pig turn although weird crackle noise plug come plug thinking fuse
neg,I MISS TOM FELTON  :( @TomFelton,miss tom felton tomfelton
pos,@SasaRichardson @Stefbystef_ @Frgt10_Anthem HAHAHAHAHAHAHAHAHAHAHAHAHAHA I AM DYING :)) I AM LITERALLY IN FRONT OF IT AND I WAS LIKE,sasarichardson stefbystef frgt10anthem hahahahahahahahahahahahahaha die literally front like
neg,"go zumba somewhere else please, me studying :(",go zumba somewhere else please study
pos,@tammysoffices You can! :) Here's a quick rundown: https://t.co/ajnqMJww1e -Mary,tammysoffices heres quick rundown mary
pos,"@bwoyblunder @rajudasonline Sorted :). Thanks. Daaru party in my chaddi, bros.",bwoyblunder rajudasonline sort thanks daaru party chaddi bros
pos,The latest one :) https://t.co/iRHOYxQeln,late one
neg,Is everyone talking about rat boy today bc :(,everyone talk rat boy today bc
neg,@Itsmiagiron okay :(,itsmiagiron okay
neg,"@megsyfoxie WTF LIKE YOUR LIPS STILL A VIRGIN OMG MOM GET A LIFE YOURE 45 

Hahah : (",megsyfoxie wtf like lip still virgin omg mom get life youre 45 hahah
pos,@x22AEW @candlerosa @qvcuk @miceal can't wait Rosa love xmas :) welcome back ann hope u had a good one back just in time :) x,x22aew candlerosa qvcuk miceal wait rosa love xmas welcome back ann hope u good one back time x
pos,"@Natasha_Thahane I like the way you said it Gal #LeloMustFall, you are so beautifull by the way :)",natashathahane like way say gal lelomustfall beautifull way
neg,@zaynmalik follow me :((,zaynmalik follow
neg,@mz_chocl8bear dude I didn't get the dm :(,mzchocl8bear dude get dm
pos,Must get ready for that trip to the Limpopo :),must get ready trip limpopo
pos,"This is Coco, she does like to be comfy :) http://t.co/1hQv6UiOe8",coco like comfy
neg,just got home.. heavy rain :(,get home heavy rain
pos,@Anant10486 @Uber_Pune Share with us the experience of your #Icecream. Also don't forget to participate in #IcecreamMaster. :) Stay Tuned!,anant10486 uberpune share u experience icecream also forget participate icecreammaster stay tune
pos,@RuneScape @OldSchoolRS on OldSchool Runescape :),runescape oldschoolrs oldschool runescape
pos,"Heeeeyyy. Can all of you follow my fan account? @KINGT0MLINS0N 

Thank you! :)",heeeeyyy follow fan account kingt0mlins0n thank
neg,"@nogitsunerd thats bc im v asian

but im a girl :((((((((((((",nogitsunerd thats bc im v asian im girl
neg,So lonely that sometimes i call my own number to get a busy tone. ;_; :(,lonely sometimes call number get busy tone
neg,@sallydunne @laurentierneyy_ not til 19th of sept cos that's when bills start and full rent :(,sallydunne laurentierneyy til 19th sept co bill start full rent
neg,@DominionSyfy when will S2 be aired in Spain?? The delay is killing us... :(,dominionsyfy s2 air spain delay kill u
neg,I hate this day..... :(,hate day
neg,Why am I crying?! :(,cry
neg,@swelcome me too :(,swelcome
pos,"I love you too :) And now I want corn chips :)
@SoldHerSoul",love want corn chip soldhersoul
pos,@ironmima @fruitpreserve okay :),ironmima fruitpreserve okay
pos,@ElJefe409 That's a shame - I thought we were getting somewhere. Abandoning talk with those who disagree w. you gets us nowhere! :),eljefe409 shame think get somewhere abandon talk disagree w get u nowhere
pos,@19murf85 thats the way we see it.  west ham are a shit small club in london and villa are the 3rd biggest in brum :),19murf85 thats way see west ham shit small club london villa 3rd big brum
pos,@renukaVyavahare Thank you so much.. So glad you liked it.. :-),renukavyavahare thank much glad like
pos,"@RousseyAudrey @NBCUniversal @nbc 
Very cool :)",rousseyaudrey nbcuniversal nbc cool
neg,"I really need a miracle happen today :( 
4th win please..",really need miracle happen today 4th win please
neg,I had a scary dream &amp; now I can't go back to sleep :-((((,scary dream amp go back sleep
neg,@_GetUpAndTry same :(,getupandtry
neg,"@cloudljp THERE WERE A LOT OF WRITINGS OF THE BOYS IN MY SECTION WHDJWKSJA IDK THAT ZIAM WRITING STILL FUCKS ME UP

i go to a 100k school :(",cloudljp lot writing boys section whdjwksja idk ziam write still fuck go 100k school
neg,@Shortyy182 what's wrong? :(,shortyy182 wrong
neg,@realyys_ OTL NEVERMIND :( at least i got jeon so,realyys otl nevermind least get jeon
pos,@jamiefigsxx  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),jamiefigsxx follow jnlazts amp follow u back
pos,@BsquaredGaming like :-),bsquaredgaming like
neg,Why is it that I always wake up around 3 and can't fall back asleep :(,always wake around 3 fall back asleep
pos,"Let http://t.co/JknPWfDqkQ help you get your book published. eBook or Print, let us help launch it. Self-publishers :-) let's do it!",let help get book publish ebook print let u help launch selfpublishers let u
pos,@deadmau5 dieback music pack totally worth it! It's awesome :) #dota2,deadmau5 dieback music pack totally worth awesome dota2
neg,@sugarymgc i miss you :(,sugarymgc miss
neg,@soorjugn dare :(,soorjugn dare
neg,:(( My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!,teenchoice choiceinternationalartist superjunior
pos,@AnnabelArrowsmi Thank you for taking the time to tweet us Annabel! We'll pass this on to our London Bridge team :),annabelarrowsmi thank take time tweet u annabel pas london bridge team
neg,y r older women hot :((((((((((((,r old woman hot
pos,@ImJustKindle I'll just be sitting over here with an android phone like :),imjustkindle sit android phone like
neg,"@lplatten Hi there, we're sorry to hear this :( Log in here: http://t.co/76lov3ArFc you'll be able to see all the information you need.",lplatten hi sorry hear log able see information need
neg,@YHMFans @TheKaranPatel #Misundersranding days chal raha hai #YHM me :(,yhmfans thekaranpatel misundersranding day chal raha hai yhm
pos,"@Pseudony_Ms No, that's completely true. I'm watching the entire series of SG1 right now on Lightbox, so can confirm :)",pseudonym completely true watch entire series sg1 right lightbox confirm
neg,I also wanna go to the beach with my best fraand :( I might need a new friend before December so we can go on holiday 😬,also wan na go beach best fraand might need new friend december go holiday 😬
pos,@JackieYunTweets More about things I know... Women's Fiction :),jackieyuntweets thing know womens fiction
neg,@jungsilhoon i do like ballads but idk :((,jungsilhoon like ballad idk
pos,"@bridgetminamore I voted for #brainchild 3 times, please may I have a poem? :D",bridgetminamore vote brainchild 3 time please may poem
neg,@akawhatadave I agree Dutch are sound but I'm not sure I'm legible :(. I'm legible for a Israeli passport only by the law of return.,akawhatadave agree dutch sound sure legible legible israeli passport law return
neg,@sinSALEM this is a very sad moment :(,sinsalem sad moment
neg,We thought today was pizza day. Sadly none of the managers are in that usually buy it :(,think today pizza day sadly none manager usually buy
neg,"@rosieofthejones belated birthday wishes to you (can't believe I missed it - mind, I miss all bdays, inc my own!!!). Bad about phone :-(",rosieofthejones belated birthday wish believe miss mind miss bdays inc bad phone
