label,text,clean_text,len_before_chars,len_after_chars
neg,Tbh me too but they now busy wth their concert schedule :( aisyhhh https://t.co/16pOubmvlX,tbh busy wth concert schedule aisyhhh httpstco16poubmvlx,90,56
pos,Thank you for the retweets @pbfurnitureltd and @Alipink27 :),thank retweets pbfurnitureltd alipink27,60,39
pos,@spencerlist Yay another vine I love it. PLEASE can you do more vines?With peyton too :),spencerlist yay another vine love please vineswith peyton,88,57
pos,@vespera9 @moirae_ @nbhdmadi @akpayne15 @caitiiiii @tiffanymichels  I spent a half hour total on this.:-),vespera9 moirae nbhdmadi akpayne15 caitiiiii tiffanymichels spend half hour total,105,81
pos,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/e644DJI0zw.,stats day arrive 2 new follower unfollowers via httptcoe644dji0zw,97,65
pos,@virtuallykaren cool - thanks for thinking of me - hope all is well :-),virtuallykaren cool thanks think hope well,71,42
neg,I want IHOP :(,want ihop,14,9
pos,@hesfallenangel could i get some free solo  dms? Any to give away? :) xoxo,hesfallenangel could get free solo dm give away xoxo,74,52
neg,@muhammadskates :( that's a long time,muhammadskates thats long time,37,30
neg,im so tired! :(,im tire,15,7
neg,@thefreejinn @Blush_Channel deleicious food followed by sound 8 hrs. sleep for which i never get time :(,thefreejinn blushchannel deleicious food follow sound 8 hr sleep never get time,104,79
neg,And it's not easy to be me :(,easy,29,4
pos,"Congrats again Joselito &amp; Freya for the ""nth"" time :) #latepost lupet mo Eric! http://t.co/2DtLrSnvB1",congrats joselito amp freya nth time latepost lupet mo eric httptco2dtlrsnvb1,105,77
neg,"The last dick pic I got was awful. It ruined walnut whips for me for life :-( 

I also named him and it turned out his wife followed me.",last dick pic get awful ruin walnut whip life also name turned wife follow,136,74
neg,@charliebudd @painterspitstop @HarriDec @1paintology6 @KingsDecor @FreshDecorators Wrong password/recall thingy not working is the prob :-(,charliebudd painterspitstop harridec 1paintology6 kingsdecor freshdecorators wrong passwordrecall thingy work prob,139,114
pos,@tangerinebean Has A got out of bed yet? :-),tangerinebean get bed yet,44,25
pos,"Dry, hot, scorching summer #FF :) @infocffm @MediationMK @ExeterMediation @KentFMS @EssexMediation",dry hot scorch summer ff infocffm mediationmk exetermediation kentfms essexmediation,98,84
pos,@Shovz92 @Meli_bytes Sorted :D Santorini here we come #Escape,shovz92 melibytes sort santorini come escape,61,44
pos,@laurentzwalker @BoykinsD1 I love being mixed :-),laurentzwalker boykinsd1 love mix,49,33
pos,i was literally just about to give up and just get general tickets but i tried one more time and i finally got m&amp;g :-),literally give get general ticket try one time finally get mampg,122,64
neg,naeun :( body goals :(,naeun body goal,22,15
neg,@tiaramescudi girl that was so quick too :(,tiaramescudi girl quick,43,23
pos,I THINK THIS IS FROM THEIR FIFTH ALBUM IM :) OKAY :) FUCK :) https://t.co/qzT5Zsm8RE,think fifth album im okay fuck httpstcoqzt5zsm8re,84,49
pos,@HanMaiCrazyHoon Belated .. Thanks Thanks !! :D,hanmaicrazyhoon belated thanks thanks,47,37
pos,"I'm playing Brain Dots : ) #BrainDots
http://t.co/5Z4aDMu7tx http://t.co/qhhOGhM97S",im play brain dot braindots httptco5z4admu7tx httptcoqhhoghm97s,83,63
neg,Civ 5 just crashed in the middle of a marathon game... :(,civ 5 crash middle marathon game,57,32
neg,@WeeklyChris  Hello! ... :(,weeklychris hello,27,17
pos,#PSYGustoKita good afternoon :),psygustokita good afternoon,31,27
pos,PauseTime is always nice :-),pausetime always nice,28,21
neg,@Vitality_Watson why do you do this when Im in work :(,vitalitywatson im work,54,22
pos,"The sun may not be shining here, but at least its nearly the weekend!!! Happy Friday People :-) http://t.co/T1x9Cl7NE8",sun may shin least nearly weekend happy friday people httptcot1x9cl7ne8,118,71
neg,My chicsirific heart :(,chicsirific heart,23,17
neg,I'm not ready to work yet :(,im ready work yet,28,17
pos,Check out our new @NeonArenas Van outside the Olympic Park for @uk_sport Anniversary Games!!! :) http://t.co/6QRbnfXZG7,check new neonarenas van outside olympic park uksport anniversary game httptco6qrbnfxzg7,119,88
pos,@annisast okay. Thank you mak ∗lega∗ :)),annisast okay thank mak ∗lega∗,40,30
pos,Sweet :) https://t.co/025WcVvnxe,sweet httpstco025wcvvnxe,32,24
pos,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,contact u today well get city hotbed bush somewhere classicassures,105,66
neg,I miss Chris ' voice :(,miss chris voice,23,16
neg,ughh i got nothing but pain :(,ughh get nothing pain,30,21
pos,There :) is :) a :) pimple :) on :) my :) forehead :) the :) size :) of :) a :) volcano :),pimple forehead size volcano,90,28
neg,Hateeeee time apart :(,hateeeee time apart,22,19
neg,Last day on the beach :-(:-(:-(.... http://t.co/oqo9F7FQs9,last day beach httptcooqo9f7fqs9,58,32
pos,@Jesutomisin I hear you guys want Arbeloa. :D,jesutomisin hear guy want arbeloa,45,33
neg,@SweetieBiebs baby &gt; boyfriend &gt; bitch??? I don't know how to complete it :(,sweetiebiebs baby gt boyfriend gt bitch dont know complete,82,58
pos,"@rich_bartram29 Oh, didn't know :) But yes, you can have an order delivered to your work address, once it's added to your address book ^AC",richbartram29 oh didnt know yes order deliver work address add address book ac,138,78
pos,@UNAPCTT Thanks for adding us to your list! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,unapctt thanks add u list make sure keep touch news light bulb make corn waste,128,78
pos,"@vtothepowerof2 you're actually going?!? :D yayayayay
It's gonna be my first YT convention too &lt;3",vtothepowerof2 youre actually go yayayayay gon na first yt convention lt3,100,73
neg,When the bus is late and you have no time to get food before work :(,bus late time get food work,68,27
pos,@OJBJ @holmesjsamuel surely this could be your warmup this morning ??? Coming on 15th to Bath :) xx,ojbj holmesjsamuel surely could warmup morning come 15th bath xx,99,64
neg,@Vequafied I'm bored :(,vequafied im bore,23,17
neg,@fionnlim my leg is white :-(,fionnlim leg white,29,18
pos,5SOS Calum5SOS Luke5SOS Ashton5SOS Hey guys! PLEASE follow ✧｡ Chelny ｡✧ :),5sos calum5sos luke5sos ashton5sos hey guy please follow ✧｡ chelny ｡✧,74,69
pos,Sweet tooth! :) http://t.co/47xACbrmCc #retweet #icecream #food,sweet tooth httptco47xacbrmcc retweet icecream food,63,51
pos,Thanks for following @Leila_Errachiq &amp; @AndreaGaillet : Great to connect !! :),thanks follow leilaerrachiq amp andreagaillet great connect,82,59
pos,@hinanRana WIP. Let me get a few things tweaked and I'll link you up :) Max kal tak.,hinanrana wip let get thing tweak ill link max kal tak,84,54
neg,"I miss Matt and he's coming home 14 days before I do, so I don't know if he's going to be there when I get back :((",miss matt he come home 14 day dont know he go get back,115,54
pos,Thanks for the follows @rosbailey2_ros @CircuitElec :),thanks follow rosbailey2ros circuitelec,54,39
neg,"@ncilla so thát's what i've been doing wrong :(
a powerpoint presentation with expectations before, during and after diner is no-no either?",ncilla tháts ive wrong powerpoint presentation expectation diner nono either,139,76
pos,"@lindseyasuer Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/nO9B1b1vtN .Plz let me know what u think :)",lindseyasuer hi see u like fourfiveseconds think u might like deaf ear httpstcono9b1b1vtn plz let know u think,138,110
neg,"@princesswhut FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",princesswhut follow thanks justinbieber please follow,77,53
pos,@concertina226 Haha that's great :),concertina226 haha thats great,35,30
neg,@sasshoseok did u get called by tp law? :(,sasshoseok u get call tp law,42,28
pos,"@salty_tamaki Ty :D I love it too :D Used to be my background, till they removed backgrounds :&lt;",saltytamaki ty love use background till remove background lt,98,60
pos,@corics24 @Ginebrakings Lol! Read the article first. :),corics24 ginebrakings lol read article first,55,44
neg,@chrisisk @uberuk nothing in Shepherds Bush either :( I want ice cream,chrisisk uberuk nothing shepherd bush either want ice cream,70,59
neg,@bahadirylmz @59saniye my friends fatma'm :(,bahadirylmz 59saniye friend fatmam,44,34
pos,"""@fireddestiny21: #PSYGustoKita I'm a huge fan of Latin beauties :-) and QUEEN KATH is the ASIAN Latin version :-) http://t.co/gYBoDpALTi""",fireddestiny21 psygustokita im huge fan latin beauty queen kath asian latin version httptcogybodpalti,138,101
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.341
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much beli̇eve wi̇ll follow please follow please justi̇n justinbieber x15341 》》》》ｓｅｅ ｍｅ ♛♛♛,131,104
pos,Happy burfday to me :D,happy burfday,22,13
neg,remember was #2 on gaon and bad was #6 but infnt are eligible and apink are not :(((( acube why'd u do this,remember 2 gaon bad 6 infnt eligible apink acube whyd u,107,55
neg,@ICTheatre So sad I didn't manage to get tickets :-(,ictheatre sad didnt manage get ticket,52,37
neg,"Llama, are u sick? :( pls take care of urself #GetWellSoonAmber @llama_ajol",llama u sick pls take care urself getwellsoonamber llamaajol,75,60
neg,My face is so skinny in that picture omg :( why did i get fAt,face skinny picture omg get fat,61,31
pos,"@donnaledesma_ from PHL to Abu Dhabi, with love and blessing hihihi. :) #TeamJanuaryCLaims100 #GoDonna http://t.co/ayIMB6aITD",donnaledesma phl abu dhabi love bless hihihi teamjanuaryclaims100 godonna httptcoayimb6aitd,125,91
pos,http://t.co/GYecoPRjXm bring you :) Boatbound Brings Luxury Yachting To The Masses - http://t.co/QaIPTxrUKm #tech /via @BuzzFeed,httptcogyecoprjxm bring boatbound bring luxury yacht mass httptcoqaiptxrukm tech via buzzfeed,128,93
neg,"@Craig_J_Hastie @MassDeception1 uniting oppressed masses can take forever :( look wat happened n afghanistn,war tore it &amp; it ended n s**t.",craigjhastie massdeception1 unite oppressed mass take forever look wat happen n afghanistnwar tore amp end n st,142,111
pos,@RyanGage Yeah ! Nothing can stop the King of France :D Have a nice day !,ryangage yeah nothing stop king france nice day,73,47
neg,its not the same. :(((((,,24,0
neg,@EMPERYtech supposedly one of the worst kernels for any device :(,emperytech supposedly one bad kernel device,65,43
pos,@Myninaaa @_kyle__86 thank you :) 💕,myninaaa kyle86 thank 💕,35,23
neg,Why on earth did I assume it wouldn't rain in London? Most likely influenced by overall warm and dry past weeks in continental Europe :(,earth assume wouldnt rain london likely influence overall warm dry past week continental europe,136,95
neg,@deefizzy :-( poor boy,deefizzy poor boy,22,17
neg,My house scary AF at night :(,house scary af night,29,20
neg,"@lizardbeth_16 Oh my, what's happenend? We don't want to lose you. :-( *DR",lizardbeth16 oh whats happenend dont want lose dr,74,49
neg,@@JulietteMaughan realising that I never received my copies of #Sensiesha :(,juliettemaughan realise never receive copy sensiesha,76,52
neg,"@nemuuunem they can't open the door so hard, I didn't notice that I already started a song on love live and I failed :-((",nemuuunem cant open door hard didnt notice already start song love live fail,121,76
neg,@NaakiiChan my mum :(,naakiichan mum,21,14
pos,"""ngga usah dipikirin elah"" you can't easily say that to someone who's an entp :) the T is there for a reason",ngga usah dipikirin elah cant easily say someone who entp reason,108,64
pos,"I just got the Five Night's at Freddy's 4 Demo and getting ready to record it, I'm super pumped for this as I'm a FNAF fanboy :D",get five night freddys 4 demo get ready record im super pump im fnaf fanboy,128,75
pos,@dunkindonutsnjh thank you lovely :D,dunkindonutsnjh thank lovely,36,28
pos,"Hi Emily I'm your fan,I wish you much happiness in your life,you're funny and beautiful
Happy Birthday :D @EmilyBett http://t.co/6wEXgsv7de",hi emily im fani wish much happiness lifeyoure funny beautiful happy birthday emilybett httptco6wexgsv7de,139,105
pos,Amin :) https://t.co/1FOMQssXzk,amin httpstco1fomqssxzk,31,23
pos,Come fly with me baby! :) http://t.co/JjmrvobLZl #retweet #marine #navy #Airforce #battlefield,come fly baby httptcojjmrvoblzl retweet marine navy airforce battlefield,94,72
neg,"@vijaysrivatsan yeah, that's why 'last time'. They were planning to file police complaint. So much yelling. Can we switch places? :(",vijaysrivatsan yeah thats last time plan file police complaint much yell switch place,132,85
neg,@rikkixreid @rriiccaahh @Maeee_123 sorry na :((( next time pramis 😚,rikkixreid rriiccaahh maeee123 sorry na next time pramis 😚,67,58
neg,@JoshMight69Her ur in LA :(,joshmight69her ur la,27,20
pos,@LinnJennie :) HavuuuuuLoveYou♥uuuuuuuu:) http://t.co/FMGFgsl2uY,linnjennie havuuuuuloveyou♥uuuuuuuu httptcofmgfgsl2uy,64,53
pos,"It's still so nice out right now, I 💜 it! :) :) :)",still nice right 💜,50,18
pos,Come and check out the new group I made on Facebook https://t.co/6Uu1cf109G for small channels wanting to be big #LetItGrow &lt;3 :),come check new group make facebook httpstco6uu1cf109g small channel want big letitgrow lt3,132,90
neg,i'm so bored!!! pleas can 1 Arianator talk to me? :(,im bore pleas 1 arianator talk,52,30
neg,@neelipar @ASOS95 not yet :( did they find yours eventually?,neelipar asos95 yet find eventually,60,35
neg,@THESCORCHCRANKS WHY DO YOU HAVE TO UNFOLLOW ME?:(,thescorchcranks unfollow,50,24
neg,I can't do it anymore. I can't have stress on my body yet my life is based upon stress I just can't do it :(,cant anymore cant stress body yet life base upon stress cant,108,60
neg,@jonathan_wolle Lucky :(,jonathanwolle lucky,24,19
neg,i wanna watch paper tOWNS :-((((,wan na watch paper town,32,23
neg,When fave unfollows :(😩💖 @itisfurny http://t.co/hoVQLoKtIg,fave unfollows 😩💖 itisfurny httptcohovqloktig,58,45
neg,"@jhapaliMailo , some people :((
How r  u?",jhapalimailo people r u,41,23
neg,@zappygolucky OMG LOVE IT TY ZAP :((((((,zappygolucky omg love ty zap,40,28
pos,@MariaGM350 Just gonna throw idea at you cause if they're bad it will inspire you to think of something much better.  :-),mariagm350 gon na throw idea cause theyre bad inspire think something much well,121,79
